REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE83,FAC_ACCURACY,FAC_REFERENCE,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,edf_source,latlon_merge_src,FIPS_CODE,CENSUS_BLOCK_CODE,HDATUM_DESC,GC_postal_code,GC_location_address,GC_location_type,GC_geocode_result,GC_geocode_attempt,GC_lat,GC_lng
110009346243,No need to check - superfund site,SEMS,NA,N,1000'S OF GENOA RED BLUFF RD,HARRIS (FARLEY STREET),HOUSTON,HARRIS,TX,77034,29.6244,0,-95.1627,0,0,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TXD980745582,NA,NA,NA,NA,NA,NA,NA,605,NA,29.6244,-95.1627,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009493155,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1442 LAKE FRONT CIR STE 185,SIGMA-GENOSYS,THE WOODLANDS,MONTGOMERY,TX,77380,30.170683,ADDRESS MATCHING-HOUSE NUMBER,-95.458933,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040102,NA,NA,NA,0,NA,NA,NA,TX0000084657,NA,NA,0,325998,NA,NA,NA,NA,NA,606,NA,30.1706830004,-95.458933,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009493654,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2000 SHELDON RD,AIR LIQUIDE LARGE INDUSTRIES CHANNELVIEW,CHANNELVIEW,HARRIS,TX,77530,29.81248,ADDRESS MATCHING-HOUSE NUMBER,-95.12575,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD000633537,NA,NA,77530BGTHR2000S,325120,RN100679653,NA,NA,NA,NA,607,NA,29.8124800003,-95.1257499999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009495698,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13440 BAY AREA BLVD,"TRIGAS, INC. (PASADENA)",PASADENA,HARRIS,TX,77507,29.65022,ADDRESS MATCHING-HOUSE NUMBER,-95.04675,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TXD000760876,NA,NA,77507RCNDS13440,325120,RN105654909,NA,NA,NA,NA,608,NA,29.6502200003,-95.0467499999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009497400,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,1777 HADEN ROAD,PVS TECHNOLOGIES GREENS BAYOU PLANT,HOUSTON,HARRIS,TX,77015,29.7647,ADDRESS MATCHING-HOUSE NUMBER,-95.17792,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,TXR05DB92,NA,NA,TXD053634689,NA,NA,77015JNSCH1777H,325188,NA,42269,0,0,0,609,0,29.7647000005,-95.17792,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009497455,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2400 SPRING STUEBNER,BAYER MATERIALSCIENCE LLC,SPRING,HARRIS,TX,77389,30.08285,ADDRESS MATCHING-HOUSE NUMBER,-95.45254,30,CENTER OF A FACILITY OR STATION,0,12040102,NA,NA,NA,0,NA,NA,NA,TXD054688031,NA,NA,77389PLYTH2400S,325211,RN100603919,325991,NA,NA,NA,610,NA,30.0828500002,-95.4525399995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009498258,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1370 E 40TH ST,FERRO CORPORATION,HOUSTON,HARRIS,TX,77022,29.822132,ADDRESS MATCHING-HOUSE NUMBER,-95.382617,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD083570549,NA,NA,0,326121,NA,NA,NA,NA,NA,611,NA,29.8221320002,-95.3826169994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009499131,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,9803 MULA ROAD,NL SHAFFER,STAFFORD,FORT BEND,TX,77477,29.63287,ADDRESS MATCHING-HOUSE NUMBER,-95.54991,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD980624811,NA,NA,0,326199,NA,NA,NA,NA,NA,612,NA,29.6328700006,-95.5499099994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009504401,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9391 GROGANS MILL RD SUITE A1,ARONEX PHARMACEUTICALS INC,THE WOODLANDS,MONTGOMERY,TX,77380,30.16788,ADDRESS MATCHING-HOUSE NUMBER,-95.46539,30,CENTER OF A FACILITY OR STATION,0,12040102,NA,NA,NA,0,NA,NA,NA,TXR000006924,NA,NA,0,325412,NA,NA,NA,NA,NA,613,NA,30.1678800004,-95.4653899995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009770667,Keep source location,ECHO/FRS,Keep source,N,12511 STRANG RD,D.B. WESTERN - TEXAS,LA PORTE,HARRIS,TX,77572,29.696012,ADDRESS MATCHING-DIGITIZED,-95.036523,30,AIR RELEASE STACK,0,12040104,NA,NA,NA,0,3000017969,NA,NA,TXR000047209,NA,NA,7757WDBWST12511,325199,RN100897362,NA,NA,NA,NA,614,NA,29.6952337519,-95.0361686186,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009782075,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,1050 JEFFERSON RD,TARGA PATRIOT TERMINAL,PASADENA,HARRIS,TX,77501,29.736448,ADDRESS MATCHING-HOUSE NUMBER,-95.182323,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,TX0007005,NA,NA,TXR000022954,NA,NA,0,325188,NA,0,0,0,0,615,0,29.7364480005,-95.182323,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110010684161,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1284 STATE HWY 75N,HYPONEX HUNTSVILLE THE SCOTTS,HUNTSVILLE,WALKER,TX,77340,30.74642,ADDRESS MATCHING-HOUSE NUMBER,-95.62151,30,CENTER OF A FACILITY OR STATION,0,12040101,NA,NA,NA,0,NA,NA,NA,TXR000079974,NA,NA,0,325314,NA,NA,NA,NA,NA,616,NA,30.7464200002,-95.6215099991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110010921850,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,19103 GUNDLE,GSE LINING TECHNOLOGY,HOUSTON,HARRIS,TX,77073,29.99572,ADDRESS MATCHING-HOUSE NUMBER,-95.38191,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TX0000079798,NA,NA,0,326113,RN100589555,NA,NA,NA,NA,617,NA,29.9957200005,-95.3819099997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110011390306,Needs to be checked,ECHO/FRS,NA,N,16212 STATE HIGHWAY 249,"CSA LIMITED, INC.",HOUSTON,HARRIS,TX,77086,29.9451,ADDRESS MATCHING-HOUSE NUMBER,-95.52635,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD026575878,NA,NA,77086CSLMT16212,325520,RN102095882,NA,NA,NA,NA,618,NA,29.9450999999,-95.5263499992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110011449156,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,14549 MINETTA,SOLUGEN MINETTA FACILITY,HOUSTON,HARRIS,TX,77035,29.63553,ADDRESS MATCHING-HOUSE NUMBER,-95.50378,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD008063190,NA,NA,0,324191,RN100869601,NA,NA,NA,NA,619,NA,29.6355300003,-95.5037799998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110011469179,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4802 BLALOCK ROAD,PURITAN/CHURCHILL CHEMICAL CO,HOUSTON,HARRIS,TX,77041,29.842423,ADDRESS MATCHING-HOUSE NUMBER,-95.52403,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,0,NA,NA,77041PRTNC4802B,325612,NA,NA,NA,NA,NA,620,NA,29.8424230002,-95.5240299997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012141529,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11414 CHOATE ROAD,SEPTON COMPANY OF AMERICA,PASADENA,HARRIS,TX,77507,29.61946,ADDRESS MATCHING-HOUSE NUMBER,-95.03844,30,CENTER OF A FACILITY OR STATION,TX0000004820101561,12040204,4820101561,NA,6696511,0,NA,NA,NA,TXR000043943,100000177596,NA,77507SPTNC11414,325211,RN100666916,NA,NA,NA,NA,621,NA,29.6194600005,-95.0384399997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012181762,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9186 SIX PINES RD,SIGMA-GENOSYS OF TEXAS,THE WOODLANDS,MONTGOMERY,TX,77380,30.1721,ADDRESS MATCHING-HOUSE NUMBER,-95.461218,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040102,NA,NA,NA,0,NA,NA,NA,TXR000048355,NA,NA,77380SGMGN9186S,325998,RN103093225,NA,NA,NA,NA,622,NA,30.1721000006,-95.4612179993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012183216,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,5200 UNDERWOOD RD,CENTAURI TECHNOLOGIES LP,PASADENA,HARRIS,TX,77507,29.63565,NA,-95.08689,17483,NA,0,12040204,NA,NA,9134811,0,NA,NA,NA,TXR000044032,100000193998,NA,77507CNTRT52UND,325199,RN101057263,NA,NA,NA,NA,623,NA,29.6356500002,-95.0868899992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012256245,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1422 MAURY ST,RUBBER APPLICATORS,HOUSTON,HARRIS,TX,77026,29.773783,ADDRESS MATCHING-HOUSE NUMBER,-95.349656,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXR000041467,NA,NA,0,326291,RN100865567,NA,NA,NA,NA,624,NA,29.7737830007,-95.3496559998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012497618,Keep source location,ECHO/FRS,Keep source,N,2759 INDEDPENDENCE PKWY BLDG B,HOECHST CELANESE CHEMICAL INC,DEER PARK,HARRIS,TX,77536,29.74342,ADDRESS MATCHING-HOUSE NUMBER,-95.08997,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD980796429,NA,NA,0,325199,NA,NA,NA,NA,NA,625,NA,29.7429589818,-95.0909494487,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012534659,Keep source location,ECHO,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,9401 STRANG RD,GULBRANDSEN TECHNOLOGIES,LAPORTE,HARRIS,TX,77571,29.70276,INTERPOLATION-PHOTO,-95.074887,75,CENTER OF FACILITY,0,12040104,NA,NA,NA,0,TX0006157,NA,NA,0,NA,NA,77571WTCCR9401S,325188,NA,325120,32518,325180,0,626,0,29.7027600006,-95.0748869995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012555546,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7302 COUNTY ROAD 171,POLYMER CHEMISTRY CHOCOLATE BAYOU LLC,ALVIN,BRAZORIA,TX,77511,29.31125,ADDRESS MATCHING-HOUSE NUMBER,-95.25762,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TXR000048629,NA,NA,0,325211,NA,NA,NA,NA,NA,627,NA,29.3112500002,-95.2576199999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012555939,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,7629 STATE HIGHWAY 75 S,MATERIA,HUNTSVILLE,WALKER,TX,77340,30.66025,ADDRESS MATCHING-HOUSE NUMBER,-95.50892,30,CENTER OF A FACILITY OR STATION,TX0000004847100022,12040103,NA,NA,NA,0,NA,NA,342417227,TXR000048918,NA,NA,77340MTRNC7629S,325199,NA,NA,NA,NA,NA,628,NA,30.6602499998,-95.5089199997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015665760,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9830 EAST FWY,INHANCE TECHNOLOGIES,JACINTO CITY,HARRIS,TX,77029,29.77352,ADDRESS MATCHING-HOUSE NUMBER,-95.25791,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXR000055384,NA,NA,0,326199,NA,NA,NA,NA,NA,652,NA,29.7735200004,-95.2579099993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015679568,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,5727 LEDBETTER ST,GENERAL PLASTICS AND COMPOSITES,HOUSTON,HARRIS,TX,77087,29.68129,ADDRESS MATCHING-HOUSE NUMBER,-95.31502,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,TXR05EP72,NA,NA,0,NA,NA,77087GNRLP5727L,333132,NA,326130,0,0,0,653,0,29.6812900001,-95.3150199996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015679602,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,5730 OLD ALVIN RD,MARTIN MARIETTA MATERIALS ARCOLA PLANT,ROSHARON,BRAZORIA,TX,77583,29.502246,ADDRESS MATCHING-HOUSE NUMBER,-95.462454,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,NA,NA,"6584411,missing NEI",0,NA,NA,NA,0,NA,NA,77583MRTNM5730O,324121,NA,NA,NA,NA,NA,654,NA,29.5022460002,-95.4624539999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015741982,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,2210 HACKBERRY LN,CHEMICAL SPECIALISTS AND DEVELOPMENT,CONROE,MONTGOMERY,TX,77306,30.32258,ADDRESS MATCHING-HOUSE NUMBER,-95.38932,30,CENTER OF A FACILITY OR STATION,TX0000004833900077,12040101,NA,NA,"7651111,missing NEI",0,0,NA,NA,0,NA,NA,77303CHMCL5HACK,424690,NA,325510,0,0,0,655,0,30.3225800003,-95.3893199998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015743276,Keep source location,ECHO/FRS,Keep source,N,1350 MILLER CUT OFF RD,USI DIVISION,LA PORTE,HARRIS,TX,77571,29.70807,ADDRESS MATCHING-HOUSE NUMBER,-95.066965,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD000789677,NA,NA,0,325199,NA,NA,NA,NA,NA,656,NA,29.7152787898,-95.0664756913,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015743720,Keep source location,ECHO,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,5761 UNDERWOOD RD.,OCCIDENTAL CHEMICALS PLANT,PASADENA,HARRIS,TX,77507,29.62982,ADDRESS MATCHING-HOUSE NUMBER,-95.08693,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,0,NA,NA,0,NA,NA,77507CNCHM5757U,221119,NA,325110,0,0,0,657,0,29.6298200004,-95.0869299997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015744578,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,2501 DIXIE FARM ROAD,FRIENDSWOOD REFINING BRIO SITE TASK FORCE,HOUSTON,HARRIS,TX,77089,29.57098,ADDRESS MATCHING-HOUSE NUMBER,-95.20138,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,0,NA,NA,TXD096611033,NA,NA,0,56291,NA,32411,0,0,0,658,0,29.5709800005,-95.2013799994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015771422,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5303 NAVIGATION BOULEVARD,CENTURY ASPHALT LTD NAVIGATION FACILITY,HOUSTON,HARRIS,TX,77011,29.749826,ADDRESS MATCHING-HOUSE NUMBER,-95.319872,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,"9142111,missing NEI",0,NA,NA,NA,0,NA,NA,77011CNTRY533NA,324121,NA,NA,NA,NA,NA,659,NA,29.7498260007,-95.3198719996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015780671,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5855 CUNNINGHAM RD,LANCASTER FURNITURE COMPANY,HOUSTON,HARRIS,TX,77041,29.85352,ADDRESS MATCHING-HOUSE NUMBER,-95.58148,30,CENTER OF A FACILITY OR STATION,TX0000004820101449,12040104,4820101568,NA,"6694811,missing NEI",0,7826412,NA,NA,TXR000059196,NA,NA,77041RRWMR5855C,325991,RN100873108,326199,326191,NA,NA,660,NA,29.8535200002,-95.5814799996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110016668319,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11426 FAIRMOUNT PARKWAY,AIR LIQUIDE AMERICA SPECIALTY GASES LA PORTE,LA PORTE,HARRIS,TX,77571,29.651487,ADDRESS MATCHING-HOUSE NUMBER,-95.053947,50,ENTRANCE POINT OF A FACILITY OR STATION,06000000482016E140,12040204,NA,NA,NA,0,NA,NA,NA,TXD980508048,NA,NA,76031BGTHR11426,325120,RN102144821,NA,NA,NA,NA,661,NA,29.6514870005,-95.0539469993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017279309,Keep geocoded location,ECHO,Keep Geocoded Location,N,706 OLD HIGHWAY 105,B AND E SERVICES INC,CONROE,MONTGOMERY,TX,77304,30.346379,ADDRESS MATCHING-HOUSE NUMBER,-95.56975,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040101,NA,NA,NA,0,0,NA,NA,TX0000017202,NA,NA,0,325191,NA,0,0,0,0,662,0,30.3462630391,-95.5702433027,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017284473,Needs to be checked,ECHO,"Chambers County, Need Parcel Data",N,10902 FITZGERALD RD,MONT BELVIEU FACILITY,MONT BELVIEU,CHAMBERS,TX,77580,29.856777,ADDRESS MATCHING-HOUSE NUMBER,-94.900788,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040203,NA,NA,"6598011,missing NEI",0,0,NA,NA,TXD988089223,NA,NA,0,32411,NA,0,0,0,0,663,0,29.8567770004,-94.9007879995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017285114,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4308 RICE DRYER RD,EMCHEM,PEARLAND,BRAZORIA,TX,77581,29.57526,ADDRESS MATCHING-HOUSE NUMBER,-95.28958,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TXR000036160,NA,NA,0,325199,RN100636042,NA,NA,NA,NA,664,NA,29.5752600005,-95.2895799997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017613304,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,17022 SCUTTLE WAY,PATTY OIL SERVICE,CROSBY,HARRIS,TX,77532,29.928876,ADDRESS MATCHING-HOUSE NUMBER,-95.079253,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXR000057380,NA,NA,0,324191,NA,NA,NA,NA,NA,665,NA,29.9288760004,-95.0792529992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017613377,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9690 W WINGFOOT RD,STARPAK HOUSTON FACILITY,HOUSTON,HARRIS,TX,77041,29.84019,ADDRESS MATCHING-HOUSE NUMBER,-95.532864,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820101839,12040104,4820101839,NA,NA,0,NA,NA,NA,TXR000057513,NA,NA,0,326113,RN104122577,326112,NA,NA,NA,666,NA,29.8401900006,-95.5328639991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017743281,Keep source location,ECHO/FRS,Keep source,N,2525 BATTLEGROUND RD,BATTLEGROUND RD FACILITY,DEER PARK,HARRIS,TX,77536,29.73427,ADDRESS MATCHING-HOUSE NUMBER,-95.08986,30,CENTER OF A FACILITY OR STATION,TX0000004820101291,12040104,NA,NA,"6520111,missing NEI",0,7732944,NA,NA,TXD000719518,NA,NA,77536DSPSL2525B,325199,NA,325998,NA,NA,NA,667,NA,29.7340519166,-95.0912964689,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017769734,Keep source location,ECHO/FRS,Keep source,N,2400 MILLER CUT OFF RD,OXY VINYLS LP - LA PORTE VCM PLANT,LA PORTE,HARRIS,TX,77571,29.7237,ADDRESS MATCHING-HOUSE NUMBER,-95.07408,30,CENTER OF A FACILITY OR STATION,TX0000004820100320,12040104,NA,NA,17728311,0,NA,NA,NA,TXD070133319,100000079489,NA,77571LPRTC2400M,325110,RN100224674,NA,NA,NA,NA,668,NA,29.7267773127,-95.0770157526,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017836831,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11500 CHOATE ROAD,"MC KENZIE TANK LINES, INC.",PASADENA,HARRIS,TX,77507,29.61947,ADDRESS MATCHING-HOUSE NUMBER,-95.0374,30,CENTER OF A FACILITY OR STATION,0,12040204,NA,NA,NA,0,NA,NA,NA,TX0000246686,NA,NA,0,326191,RN100550029,NA,NA,NA,NA,669,NA,29.6194700002,-95.0373999996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017867281,Keep source location,ECHO/FRS,Keep source,N,1301 LOOP 197 STE B,PRAXAIR VALERO REFINERY,TEXAS CITY,GALVESTON,TX,77590,29.37038,ADDRESS MATCHING-HOUSE NUMBER,-94.912265,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040204,NA,NA,NA,0,NA,NA,NA,TXR000057919,NA,NA,NA,325120,RN105086375,NA,NA,NA,NA,670,NA,29.3707558811,-94.9104743473,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017874736,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,12455 STRANG RD,INVISTA SA RL - LA PORTE PL ANT,LA PORTE,HARRIS,TX,77571,29.69797,ADDRESS MATCHING-HOUSE NUMBER,-95.03339,30,CENTER OF A FACILITY OR STATION,TX0000004820101558,12040104,4820101558,NA,9103411,0,NA,NA,342793064,TXR000057745,100000187022,NA,77571NVSTS12455,325199,RN104244942,NA,NA,NA,NA,671,NA,29.6979700002,-95.0333899996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
