X,Y,REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE8,FAC_ACCURA,REF_POINT_DESC,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,lon_match,lat_match
-95.40719,29.63438,110002133682,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12222 ROBIN BLVD.,DIAMOND PAINT MFG CO,HOUSTON,HARRIS,TX,77045,29.63438,ADDRESS MATCHING-HOUSE NUMBER,-95.40719,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD990707234,,,77045DMNDP12222,325510,,,,,,413,,29.63438,-95.40719,0,0
-95.147362,29.836004,110002133726,Needs to be checked,ECHO,"Address Matches, Check Location",N,13301 OLD BEAUMONT HWY BLDG 8,COLE DISTRIBUTION INC,HOUSTON,HARRIS,TX,77049,29.836004,UNKNOWN,-95.147362,17430,UNKNOWN,0,12040104,,,,0,0,,,0,,,77049CLDST13301,325110,,0,0,0,0,414,0,29.836004,-95.147362,1,0
-95.11868,29.82316,110002133735,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,17402 WALLISVILLE RD.,EXXON CHEMICAL CO CHANNELVIEW PLANT,HOUSTON,HARRIS,TX,77049,29.82316,ADDRESS MATCHING-HOUSE NUMBER,-95.11868,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD065091803,,,77049XXNCH17402,325998,,,,,,415,,29.82316,-95.11868,1,0
-95.38049,29.69071,110002133744,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,7300 ARDMORE,JUNIPER ENTERPRISES,HOUSTON,HARRIS,TX,77054,29.69071,ADDRESS MATCHING-HOUSE NUMBER,-95.38049,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77054JNPRN7300A,326130,,,,,,416,,29.69071,-95.38049,0,0
-95.4383,29.65945,110002133753,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,235 FARISS,TBC-BRINADD TEXAS UNITED CORP,HOUSTON,HARRIS,TX,77054,29.65945,ADDRESS MATCHING-HOUSE NUMBER,-95.4383,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,0,,,77054TBCBR235FA,325188,,0,0,0,0,417,0,29.65945,-95.4383,1,0
-95.4605,29.79412,110002133762,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6119 WESTVIEW,MASTER BUILDERS INC,HOUSTON,HARRIS,TX,77055,29.79412,ADDRESS MATCHING-HOUSE NUMBER,-95.4605,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD981152366,,,77055MSTRB6119W,325510,,,,,,418,,29.79412,-95.4605,0,0
-95.31209,29.68781,110002133879,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6440 MAYFAIR,"STARTEX CHEMICAL INC, SHIPP DIV",HOUSTON,HARRIS,TX,77087,29.68781,ADDRESS MATCHING-HOUSE NUMBER,-95.31209,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77087STRTX6440M,325998,,,,,,419,,29.68781,-95.31209,1,0
-95.46972,29.81349,110002133904,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5521 MITCHELLDALE,INDUSTRIAL COATING SPECIALTIES,HOUSTON,HARRIS,TX,77092,29.81349,ADDRESS MATCHING-HOUSE NUMBER,-95.46972,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD987997012,,,77092NDSTR5521M,325199,,,,,,420,,29.81349,-95.46972,0,0
-95.34203,29.75514,110002133977,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2802 CANAL ST,E R CARPENTER CO INC,HOUSTON,HARRIS,TX,77223,29.75514,ADDRESS MATCHING-HOUSE NUMBER,-95.34203,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77223RCRPNPOBOX,326150,,,,,,421,,29.75514,-95.34203,1,0
-95.43742,29.78564,110002133995,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8320 HEMPSTEAD HIGHWAY,SMITH CORROSION SERVICES INCORPORATED,HOUSTON,HARRIS,TX,77008,29.78564,ADDRESS MATCHING-HOUSE NUMBER,-95.43742,30,CENTER OF A FACILITY OR STATION,TX0000004820100138,12040104,4820100138,,"4034211,missing NEI",0,,,,0,,,77270SMTHC8320H,325510,,326299,,,,422,,29.78564,-95.43742,1,1
-95.539604,29.62063,110002134020,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,14019 D S GESSNER RD,FLOATEC CORP,MISSOURI CITY,HARRIS,TX,77459,29.62063,INTERPOLATION-PHOTO,-95.539604,64233,CENTER OF FACILITY,0,12040104,,,,0,0,,,0,,,77459FLTCC14019,326140,,0,0,0,0,423,0,29.62063,-95.539604,0,0
-95.54991,29.63287,110002134039,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,9803 MULA RD,FLOATEC CORP,STAFFORD,HARRIS,TX,77477,29.63287,ADDRESS MATCHING-HOUSE NUMBER,-95.54991,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,0,,,77477FLTCC9803M,326140,,0,0,0,0,424,0,29.63287,-95.54991,1,0
-95.145099,29.711321,110002134048,Needs to be checked,ECHO/FRS,,N,4402 PASADENA FREEWAY,POLYONE CORPORATION,PASADENA,HARRIS,TX,77503,29.711321,ADDRESS MATCHING-HOUSE NUMBER,-95.145099,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77503GNC004402P,325991,,,,,,425,,29.711321,-95.145099,1,0
-95.21145,29.69762,110002134066,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,901 NORTH SHAVER STREET,PASADENA PAPER CO LP,PASADENA,HARRIS,TX,77506,29.69762,ADDRESS MATCHING-HOUSE NUMBER,-95.21145,30,CENTER OF A FACILITY OR STATION,TX0000004820100017,12040104,,,"6672311,missing NEI",29795,,,,TXD020802583,,,77506SMPSNNORTH,324110,RN100223742,,,,,426,,29.69762,-95.21145,1,0
-95.05355,29.65182,110002134084,Needs to be checked,ECHO/FRS,,N,11011 FAIRMONT PKY,ALPHACHEM INC,PASADENA,HARRIS,TX,77507,29.65182,ADDRESS MATCHING-HOUSE NUMBER,-95.05355,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,0,,,77507MNTCH11011,325998,,,,,,427,,29.65182,-95.05355,1,0
-95.05306,29.92378,110002134146,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,16615 RAMSEY RD.,HENKEL CORP,CROSBY,HARRIS,TX,77532,29.92378,ADDRESS MATCHING-HOUSE NUMBER,-95.05306,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD982287641,,,77532HNKLC16615,325199,,,,,,428,,29.92378,-95.05306,0,0
-95.24831,29.66848,110002134208,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,211 MAIN ST.,PARAGON PAINT & LACQUER INC,SOUTH HOUSTON,HARRIS,TX,77587,29.66848,ADDRESS MATCHING-HOUSE NUMBER,-95.24831,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD008069601,,,77587PRGNP211MA,325510,,,,,,429,,29.66848,-95.24831,1,0
-95.29913,29.80125,110002317528,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4411 EASTPARK DRIVE,"WITCO CORP, KENDALL/AMALIE DIV",HOUSTON,HARRIS,TX,77028,29.80125,ADDRESS MATCHING-HOUSE NUMBER,-95.29913,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD000820316,,,77028WTCCR4411E,324191,,,,,,430,,29.80125,-95.29913,1,0
-95.889662,29.783361,110002317546,Needs to be checked,ECHO/FRS,,N,30001 KATY BROOKSHIRE ROAD,STATE CHEMICAL MFG CO,KATY,WALLER,TX,77494,29.783361,INTERPOLATION-MAP,-95.889662,50,CENTER OF FACILITY,0,12040104,,,,0,,,,TXD981058001,,,77492LLSTT30001,325612,,,,,,431,,29.783361,-95.889662,1,0
-95.098228,29.707273,110002343303,Keep source location,FRS,"Address Matches, less than .5 miles away",N,6913 B HIGHWAY 225,AQUA SOLUTIONS,DEER PARK,HARRIS,TX,77536,29.707273,INTERPOLATION-MAP,-95.098228,30,FACILITY CENTROID,,12040104,,,,26366,,,,,,,,325998,RN102144375,,,,,432,,29.707273,-95.098228,1,0
-95.44388,29.7397,110002343438,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,3920 ESSEX LN,BAKER PERFORMANCE CHEMICALS INC,HOUSTON,HARRIS,TX,77027,29.7397,ADDRESS MATCHING-HOUSE NUMBER,-95.44388,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD981147937,,,0,325998,,,,,,433,,29.7397,-95.44388,0,0
-95.664412,29.789011,110002343633,Keep source location,ECHO/FRS,Keep source - but looks like an office,N,16223 PARK ROW STE 100,INHANCE TECHNOLOGIES,HOUSTON,HARRIS,TX,77084,29.789011,ADDRESS MATCHING-HOUSE NUMBER,-95.664412,150,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000003889,,,0,325199,RN100890821,,,,,434,,29.789011,-95.664412,1,0
-95.08702586,29.63582884,110002343642,Keep source location,ECHO/FRS,Keep source,N,13000 BAY AREA BLVD,CENTAURI TECHNOLOGIES LP,PASADENA,HARRIS,TX,77507,29.64504,ADDRESS MATCHING-HOUSE NUMBER,-95.04683,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXR000013862,,,0,325199,,,,,,435,,29.63582884,-95.08702586,1,0
-95.19231,29.84032,110002343713,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13301 BEAUMONT HWY BLDG 11,BELTWAY 90 BUSINESS PARK - CHEMICAL CLEANING,HOUSTON,HARRIS,TX,77049,29.84032,ADDRESS MATCHING-HOUSE NUMBER,-95.19231,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000068650,,,0,325998,,,,,,436,,29.84032,-95.19231,1,1
-95.2066,29.67156,110002343795,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2718 WESTSIDE DR.,COMTROL LABORATORIES,PASADENA,HARRIS,TX,77502,29.67156,ADDRESS MATCHING-HOUSE NUMBER,-95.2066,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD980870976,,,0,325199,,,,,,437,,29.67156,-95.2066,0,0
-95.42134,29.61535,110002345481,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3200 BROOKFIELD STREET,WITCO R & D LABORATORY,HOUSTON,HARRIS,TX,77045,29.61535,ADDRESS MATCHING-HOUSE NUMBER,-95.42134,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD988087227,,,0,325611,RN102325859,,,,,438,,29.61535,-95.42134,0,0
-95.1133,29.71881,110002345828,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,622 TIDAL ROAD,PRAXAIR DEER PARK PLANT,DEER PARK,HARRIS,TX,77536,29.71881,ADDRESS MATCHING-HOUSE NUMBER,-95.1133,30,CENTER OF A FACILITY OR STATION,TX0000004820100136,12040104,4820100136,,,0,,,,TXD008073421,,,77536NNCRB622TI,325120,RN102684974,,,,,439,,29.71881,-95.1133,0,1
-95.36382,29.92904,110002371790,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,14635 CHRISMAN ROAD,ROYAL BATHS MANUFACTURING,HOUSTON,HARRIS,TX,77039,29.92904,ADDRESS MATCHING-HOUSE NUMBER,-95.36382,30,CENTER OF A FACILITY OR STATION,TX0000004820101508,12040104,4820101508,,,0,,,,TX0000380980,,,77039RYLBT14635,326199,RN100214485,,,,,440,,29.92904,-95.36382,0,0
-95.344053,29.793828,110002378070,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,3508 CHERRY STREET,HOUSTON PRODUCTS TERMINAL,HOUSTON,HARRIS,TX,77026,29.793828,ADDRESS MATCHING-HOUSE NUMBER,-95.344053,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD987986668,,,77226HSTNP3508C,325998,,,,,,441,,29.793828,-95.344053,1,0
-95.59435,29.88565,110002400900,Keep source location,FRS,"Address Matches, less than .5 miles away",N,7301 FAIRVIEW DRIVE,NCI BUILDING SYSTEMS LP,HOUSTON,HARRIS,TX,77041,29.88565,ADDRESS MATCHING-HOUSE NUMBER,-95.59435,30,CENTER OF A FACILITY OR STATION,TX0000004820101258,12040104,4820101258,,6614811,0,,,,,,,,325991,,,,,,442,,29.88565,-95.59435,1,0
-95.57761,29.64204,110002445541,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,12201 SOUTHWEST FWY,LIQUID AIR CORP INDUSTRIAL GASES DIV,STAFFORD,FORT BEND,TX,77477,29.64204,ADDRESS MATCHING-HOUSE NUMBER,-95.57761,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,0,,,77477LQDRC12201,325120,,0,0,0,0,443,0,29.64204,-95.57761,1,0
-95.03343,29.69008,110002456351,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,100 STRANG ROAD,PRAXAIR INC.,LA PORTE,HARRIS,TX,77571,29.69008,ADDRESS MATCHING-HOUSE NUMBER,-95.03343,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXT490014933,,,77571NNCRB100ST,325120,RN102146446,,,,,444,,29.69008,-95.03343,0,0
-95.375432,30.24487,110002471441,Needs to be checked,ECHO/FRS,,N,EXXON RD & FM-1314,QUAKER PETROLEUM CHEMICALS CO,CONROE,MONTGOMERY,TX,77302,30.24487,UNKNOWN,-95.375432,17430,UNKNOWN,0,12040101,,,,0,,,,0,,,77305QKRPTEXXON,325998,,,,,,445,,30.24487,-95.375432,0,0
-95.353646,29.966638,110005009454,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,17320 CHANUTE RD,ANADARKO PETROLEUM AVIATION DEPT,HOUSTON,HARRIS,TX,77032,29.966638,ADDRESS MATCHING-HOUSE NUMBER,-95.353646,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000008995,,,0,324199,RN100675776,,,,,446,,29.966638,-95.353646,0,0
-95.23259,29.67446,110005009695,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2900 PATIO DR,TEXAS ALUMINUM INDUSTRIES,HOUSTON,HARRIS,TX,77017,29.67446,ADDRESS MATCHING-HOUSE NUMBER,-95.23259,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000013953,,,0,324122,RN100674472,,,,,447,,29.67446,-95.23259,1,0
-95.12545,29.54143,110005011343,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,445 MEDICAL CENTER BLVD,DIAGNOSTIC SYSTEMS LABORATORIES,WEBSTER,HARRIS,TX,77598,29.54143,ADDRESS MATCHING-HOUSE NUMBER,-95.12545,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TX0000062026,,,0,325413,RN100571538,,,,,448,,29.54143,-95.12545,1,0
-95.25636,29.79317,110005013001,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9817 WALLISVILLE ROAD SUITE 100,UNITEX BAG INC,HOUSTON,HARRIS,TX,77013,29.79317,ADDRESS MATCHING-HOUSE NUMBER,-95.25636,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000095901,,,0,326199,,,,,,449,,29.79317,-95.25636,1,0
-95.24769,29.67092,110005014073,Needs to be checked,ECHO,"Parcel/Facility Street Match, Address # Off",N,5950 BERRYBROOK ST STE 100,REFRIGERANT RECOVERY CORPORATION OF AMER,HOUSTON,HARRIS,TX,77017,29.67092,ADDRESS MATCHING-HOUSE NUMBER,-95.24769,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TX0000139014,,,0,32512,,0,0,0,0,450,0,29.67092,-95.24769,0,0
-95.42776,29.72541,110005014475,Needs to be checked,ECHO/FRS,,N,3200 BISSONNET ST,JACK ROACH FORD,HOUSTON,HARRIS,TX,77005,29.72541,ADDRESS MATCHING-HOUSE NUMBER,-95.42776,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000141887,,,0,326212,,,,,,451,,29.72541,-95.42776,1,0
-95.65501,29.83164,110005016320,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4010 TREY RD,KCC CORROSION CONTROL,HOUSTON,HARRIS,TX,77084,29.83164,ADDRESS MATCHING-HOUSE NUMBER,-95.65501,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,TX0000274662,,,,325510,RN100556430,,,,,452,,29.83164,-95.65501,1,0
-95.48221,30.18018,110005016339,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,3400 RESEARCH FOREST DR,ARONEX PHARMACEUTICALS,THE WOODLANDS,MONTGOMERY,TX,77381,30.18018,ADDRESS MATCHING-HOUSE NUMBER,-95.48221,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040102,,,,0,,,,TX0000274803,,,0,325412,,,,,,453,,30.18018,-95.48221,0,0
-95.32402,29.86509,110005017383,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4519 SAUNDERS ROAD,BEETLE TEXAS INC,HOUSTON,HARRIS,TX,77093,29.86509,ADDRESS MATCHING-HOUSE NUMBER,-95.32402,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000366690,,,0,326122,,,,,,454,,29.86509,-95.32402,0,1
-95.558568,29.79919,110005017454,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,10605 & 10613 STEBBINS CIR,TRIARCH INDUSTRIES INC,HOUSTON,HARRIS,TX,77043,29.79919,ADDRESS MATCHING-HOUSE NUMBER,-95.558568,150,PLANT ENTRANCE (GENERAL),0,12040104,,,,0,0,,,TX0000367532,,,0,32551,,0,0,0,0,455,0,29.79919,-95.558568,1,0
-95.1922,29.75757,110005017677,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13500 INDUSTRIAL RD,HOWARD INDUSTRIES TEXAS,HOUSTON,HARRIS,TX,77015,29.75757,ADDRESS MATCHING-HOUSE NUMBER,-95.1922,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000372334,,,0,325998,RN100622679,,,,,456,,29.75757,-95.1922,0,0
-95.15526,29.76737,110005019078,Needs to be checked,ECHO/FRS,,N,14380 TALCOTT,QUALITEX NEWPARK,HOUSTON,HARRIS,TX,77015,29.76737,ADDRESS MATCHING-HOUSE NUMBER,-95.15526,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000658658,,,0,325998,RN100603422,,,,,457,,29.76737,-95.15526,0,0
-95.56922385,29.7894295,110005019648,Keep source location,ECHO/FRS,Keep source,N,1136 BRITTMOORE RD,SUNBELT ASPHALT & MATERIALS INC,HOUSTON,HARRIS,TX,77043,29.788597,ADDRESS MATCHING-HOUSE NUMBER,-95.56986,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000741736,,,0,324121,,,,,,458,,29.7894295,-95.56922385,0,0
-95.38806,29.68786,110005023125,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8000 EL RIO,APROGENEX INC,HOUSTON,HARRIS,TX,77054,29.68786,ADDRESS MATCHING-HOUSE NUMBER,-95.38806,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TX0000981209,,,0,325413,,,,,,459,,29.68786,-95.38806,1,0
-95.15866,29.66071,110005024026,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3414 LILAC STE B,INDUSTRIAL PIPE AND PLASTICS,PASADENA,HARRIS,TX,77505,29.66071,ADDRESS MATCHING-HOUSE NUMBER,-95.15866,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TX0000999367,,,0,326122,,,,,,460,,29.66071,-95.15866,0,0
-95.03189,29.77252,110005024286,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7501 BAYWAY DR,UNITED SURVEYORS OF CHEMICALS,BAYTOWN,HARRIS,TX,77520,29.77252,ADDRESS MATCHING-HOUSE NUMBER,-95.03189,30,CENTER OF A FACILITY OR STATION,0,12040203,,,,0,,,,TX0001004100,,,0,325998,,,,,,461,,29.77252,-95.03189,1,0
-95.25691,29.431788,110005026854,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1219 NEWMAN ST,BROWNING-FERRIS INDUSTRIES INC,ALVIN,BRAZORIA,TX,77511,29.431788,ADDRESS MATCHING-HOUSE NUMBER,-95.25691,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXD000618249,,,0,325611,,,,,,462,,29.431788,-95.25691,1,1
-95.05936857,29.61856044,110005029851,Keep source location,ECHO/FRS,Keep source,N,9701 BAYPORT BLVD,DUPONT BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.617466,ADDRESS MATCHING-HOUSE NUMBER,-95.060698,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXD000803346,,,77507DPNTD9701B,326199,RN102662970,326113,,,,463,,29.61856044,-95.05936857,1,0
-95.49219,29.81982,110005029897,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8027 BLANKENSHIP DRIVE,INX INTERNATIONAL INK BLANKENSHIP DR,HOUSTON,HARRIS,TX,77055,29.81982,ADDRESS MATCHING-HOUSE NUMBER,-95.49219,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,TXD000803387,,,,325910,RN100716760,,,,,464,,29.81982,-95.49219,1,0
-95.386108,29.673672,110005030545,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,2811 HOLMES RD,TUBOSCOPE VETCO INTERNATIONAL PLANT 3,HOUSTON,HARRIS,TX,77051,29.673672,ADDRESS MATCHING-HOUSE NUMBER,-95.386108,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,1400021113,,,TXD000829259,,,77051TBSCP2727H,325510,,,,,,465,,29.673672,-95.386108,1,0
-94.93166737,29.3601819,110005030572,Keep source location,ECHO/FRS,Keep source,N,LOOP 197 AND 6TH STREET SOUTH,STYROLUTION AMERICA LLC,TEXAS CITY,GALVESTON,TX,77590,29.377497,ADDRESS MATCHING-NEAREST INTERSECTION,-94.902448,1000,PLANT ENTRANCE (GENERAL),TX0000004816700153,12040204,,,,0,,,,TXD000829341,,,77592MCCHMFOOTO,325199,,,,,,466,,29.3601819,-94.93166737,0,0
-95.34929,29.8141,110005031036,Needs to be checked,ECHO/FRS,,N,1900 LINDER ST,MILPARK INC,HOUSTON,HARRIS,TX,77026,29.8141,ADDRESS MATCHING-HOUSE NUMBER,-95.34929,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD000837443,,,0,325998,,,,,,467,,29.8141,-95.34929,0,1
-95.46762,29.811944,110005031884,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,2519 FAIRWAY PARK DR,PEARSALL CHEMICAL CORPORATION,HOUSTON,HARRIS,TX,77087,29.811944,ADDRESS MATCHING-HOUSE NUMBER,-95.46762,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXD002388478,,,0,32552,,0,0,0,0,468,0,29.811944,-95.46762,0,0
-94.924924,29.383533,110005032534,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,21 21ST ST S,BLENPAC SERVICES LLC,TEXAS CITY,GALVESTON,TX,77590,29.383533,ADDRESS MATCHING-HOUSE NUMBER,-94.924924,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXD005948740,,,0,325998,,,,,,469,,29.383533,-94.924924,1,0
-95.40647,29.63584,110005037049,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2425 MOWERY RD,PLICOFLEX,HOUSTON,HARRIS,TX,77045,29.63584,ADDRESS MATCHING-HOUSE NUMBER,-95.40647,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD008072076,,,0,325998,,,,,,470,,29.63584,-95.40647,0,0
-95.331667,29.767778,110005037361,No need to check - superfund site,SEMS,,N,3617 BAER STREET,SAN JACINTO FOUNDRY,HOUSTON,HARRIS,TX,77020,29.767778,0,-95.331667,0,0,,12040104,,,,0,,,,,,TXD008083404,,,,,,,,471,,29.767778,-95.331667,1,1
-95.351318,29.753229,110005037414,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2301 TEXAS ST,MALONEY PRECISION PRODUCTS,HOUSTON,HARRIS,TX,77003,29.753229,ADDRESS MATCHING-BLOCK FACE,-95.351318,1000,PLANT ENTRANCE (GENERAL),0,12040104,,,,0,,,,TXD008084410,,,0,326299,,,,,,472,,29.753229,-95.351318,1,0
-95.28336,29.73218,110005037469,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,406 N 79TH,SAN JACINTO PAINT MFG CO,HOUSTON,HARRIS,TX,77021,29.73218,ADDRESS MATCHING-HOUSE NUMBER,-95.28336,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,TXD008085227,,,,325510,RN100675503,,,,,473,,29.73218,-95.28336,1,0
-95.383806,29.772896,110005037557,Needs to be checked,ECHO/FRS,,N,2510 SUMMER STREET,COOK PAINT AND VARNISH COMPANY,HOUSTON,HARRIS,TX,77007,29.772896,ADDRESS MATCHING-HOUSE NUMBER,-95.383806,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD008086902,,,0,325211,,,,,,474,,29.772896,-95.383806,0,0
-95.35819,29.6815,110005037922,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,935 NIAGARA,HUNTER CHEMICALS INC,HOUSTON,HARRIS,TX,77051,29.6815,ADDRESS MATCHING-HOUSE NUMBER,-95.35819,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD008100372,,,0,325612,,,,,,475,,29.6815,-95.35819,1,0
-95.22607,29.67405,110005038057,Keep source location,ECHO,Keep source,N,1000 JEFFERSON AVE,TESSENDERLO KERLEY INC,PASADENA,HARRIS,TX,77502,29.67405,ADDRESS MATCHING-BLOCK FACE,-95.22607,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXD008107302,,,0,325188,,0,0,0,0,476,0,29.67405,-95.22607,0,0
-95.50311,29.72286,110005039065,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,7800 WESTPARK DRIVE,BOEHRINGER MANNHEIM,HOUSTON,HARRIS,TX,77063,29.72286,ADDRESS MATCHING-HOUSE NUMBER,-95.50311,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXD008431066,,,0,325188,,0,0,0,0,477,0,29.72286,-95.50311,1,0
